LicenseID,License Type,Name of Program,County,Capacity,Ages Served/FCC Classification,Initial Effective Date,StateAsOfDate,License State,Year
801462,Child Care Center,MacDonald Montessori School,Ramsey,188,"Infant, Toddler, Preschool, School Age",1/1/1983,1/1/1983,Active,2018
801467,Child Care Center,Mahnomen Head Start,Mahnomen,20,"Preschool, ",1/7/1991,1/7/1991,Active,2018
801475,Child Care Center,Mankato Head Start Center,Blue Earth,38,"Preschool, ",5/1/1966,5/1/1966,Active,2018
801496,Child Care Center,Mayflower Early Childhood  Center,Hennepin,103,"Toddler, Preschool, ",10/1/1961,10/1/1961,Active,2018
801505,Child Care Center,Mc Donough Head Start,Ramsey,80,"Preschool, ",1/1/1988,1/1/1988,Active,2018
801508,Child Care Center,Meadow Park Day Care Center dba Meadow Park Preschool & Child Care Cen,Olmsted,42,"Preschool, School Age",9/16/1969,9/16/1969,Active,2018
801525,Child Care Center,Messiah Preschool Early Education Program,Ramsey,40,"Preschool, ",10/17/1980,10/17/1980,Active,2018
801561,Child Care Center,Minnetonka Learning Center,Hennepin,24,"Preschool, ",11/25/1987,6/8/2018,Closed,2018
801563,Child Care Center,Minnetonka Montessori,Hennepin,20,"Preschool, ",1/12/1989,1/12/1989,Active,2018
801568,Child Care Center,Mississippi Valley Montessori School,Dakota,30,"Preschool, School Age",12/15/1989,2/15/2015,Active,2018
801575,Child Care Center,Montessori School of Wayzata Bay,Hennepin,24,"Preschool, School Age",3/11/1986,3/11/1986,Active,2018
801576,Child Care Center,Montevideo Head Start,Chippewa,40,"Preschool, ",11/1/1967,11/1/1967,Active,2018
801582,Child Care Center,Early Education Center Moorhead State University,Clay,74,"Toddler, Preschool, ",5/18/1989,5/18/1989,Active,2018
801589,Child Care Center,Morning Son Christian Preschool,Otter Tail,20,"Preschool, ",10/1/1985,10/1/1985,Active,2018
801597,Child Care Center,WCCA Head Start-Mound,Hennepin,20,"Preschool, ",9/7/1990,9/7/1990,Active,2018
801598,Child Care Center,Silver View Education Center,Ramsey,27,"Infant, Toddler, Preschool, ",3/28/1989,3/28/1989,Active,2018
801600,Child Care Center,Mount Calvary Preschool,Hennepin,96,"Toddler, Preschool, ",9/1/1968,9/1/1968,Active,2018
801601,Child Care Center,Mount Hope Preschool and Childcare,Hennepin,77,"Preschool, School Age",9/1/1982,9/1/1982,Active,2018
801602,Child Care Center,Mount Olivet Preschool,Hennepin,40,"Preschool, ",8/31/1970,8/31/1970,Active,2018
801605,Child Care Center,Mt. Airy Head Start,Ramsey,100,"Preschool, ",2/1/1977,2/1/1977,Active,2018
801606,Child Care Center,Mount Olive Christian Early Childhood Center,Anoka,68,"Preschool, ",4/1/1981,4/1/1981,Active,2018
801607,Child Care Center,Mt. Carmel Child Care Center,Hennepin,22,"Toddler, Preschool, School Age",8/25/1989,8/25/1989,Active,2018
801618,Child Care Center,Nativity Early Learning Center,Ramsey,137,"Preschool, School Age",8/30/1990,8/30/1990,Active,2018
801619,Child Care Center,Nehi Christian Preschool and Childcare,Ramsey,70,"Preschool, School Age",9/1/1982,9/1/1982,Active,2018
801660,Child Care Center,New Horizon Academy,Hennepin,123,"Infant, Toddler, Preschool, School Age",7/30/1979,10/8/2003,Active,2018
801663,Child Care Center,New Horizon Academy,Hennepin,101,"Infant, Toddler, Preschool, School Age",1/8/1988,1/8/1988,Active,2018
801665,Child Care Center,New Horizon Academy,Anoka,174,"Infant, Toddler, Preschool, School Age",8/2/1988,8/2/1988,Active,2018
801666,Child Care Center,New Horizon Academy,Dakota,98,"Infant, Toddler, Preschool, School Age",10/30/1989,10/30/1989,Active,2018
801667,Child Care Center,New Horizon Academy,Dakota,158,"Infant, Toddler, Preschool, School Age",10/24/1988,10/24/1988,Active,2018
801668,Child Care Center,New Horizon Academy,Ramsey,138,"Infant, Toddler, Preschool, School Age",1/1/1980,1/1/1980,Active,2018
801670,Child Care Center,New Horizon Academy,Dakota,172,"Infant, Toddler, Preschool, School Age",8/18/1989,8/18/1989,Active,2018
801671,Child Care Center,New Horizon Academy,Dakota,98,"Infant, Toddler, Preschool, School Age",3/3/1988,3/3/1988,Active,2018
801673,Child Care Center,New Horizon Academy,Carver,109,"Infant, Toddler, Preschool, School Age",10/19/1989,10/19/1989,Active,2018
801674,Child Care Center,New Horizon Academy,Dakota,98,"Infant, Toddler, Preschool, School Age",2/23/1990,2/23/1990,Active,2018
801675,Child Care Center,New Horizon Academy,Hennepin,70,"Infant, Toddler, Preschool, ",1/1/1988,1/1/1988,Active,2018
801677,Child Care Center,New Horizon Academy,Ramsey,110,"Infant, Toddler, Preschool, School Age",10/5/1989,10/5/1989,Active,2018
801678,Child Care Center,New Horizon Academy,Ramsey,136,"Infant, Toddler, Preschool, School Age",10/22/1974,1/1/2002,Active,2018
801679,Child Care Center,New Horizon Academy,Hennepin,112,"Infant, Toddler, Preschool, ",9/20/1989,5/1/2002,Active,2018
801680,Child Care Center,New Horizon Academy,Hennepin,89,"Infant, Toddler, Preschool, ",9/9/1986,9/9/1986,Active,2018
801681,Child Care Center,New Horizon Academy,Hennepin,62,"Infant, Toddler, Preschool, ",8/22/1986,8/22/1986,Active,2018
801683,Child Care Center,New Horizon Academy,Ramsey,108,"Infant, Toddler, Preschool, ",2/1/1989,2/1/1989,Active,2018
801684,Child Care Center,New Horizon Academy,Washington,156,"Infant, Toddler, Preschool, School Age",2/19/1988,2/19/1988,Active,2018
801688,Child Care Center,New Horizon Academy,Hennepin,109,"Infant, Toddler, Preschool, School Age",9/7/1990,9/7/1990,Active,2018
801690,Child Care Center,New Horizon Academy,Hennepin,160,"Infant, Toddler, Preschool, School Age",8/10/1990,8/10/1990,Active,2018
801692,Child Care Center,New Horizon Academy,Hennepin,109,"Infant, Toddler, Preschool, ",9/12/1989,9/12/1989,Active,2018
801709,Child Care Center,New Ulm Headstart,Brown,20,"Preschool, ",2/1/1969,2/1/1969,Active,2018
801711,Child Care Center,Teen Parent Services Longfellow,Hennepin,84,"Infant, Toddler, Preschool, ",9/7/1990,9/7/1990,Active,2018
801712,Child Care Center,Noah's Ark Child Development Center,Hennepin,66,"Infant, Toddler, Preschool, ",8/19/1985,8/19/1985,Active,2018
801713,Child Care Center,Noah's Ark Child Development Center,Hennepin,82,"Infant, Toddler, Preschool, ",2/5/1985,2/5/1985,Active,2018
801716,Child Care Center,Noahs Ark Preschool,Wright,20,"Preschool, ",10/26/1988,10/26/1988,Active,2018
801718,Child Care Center,Noah's Ark Preschool,McLeod,15,"Preschool, ",9/4/1990,9/4/1990,Active,2018
801722,Child Care Center,Marquette Early Learning Center,St. Louis,20,"Preschool, ",10/13/1988,10/13/1988,Active,2018
801726,Child Care Center,Normandale Preschool & Blessing Place,Hennepin,105,"Toddler, Preschool, ",9/17/1973,9/17/1973,Active,2018
801729,Child Care Center,North Como Preschool,Ramsey,40,"Preschool, ",10/7/1970,10/7/1970,Active,2018
801731,Child Care Center,Evergreen Montessori,Hennepin,40,"Preschool, School Age",9/3/1986,9/3/1986,Active,2018
801732,Child Care Center,North Teen Parent Services,Hennepin,20,"Infant, Toddler, ",5/1/1989,5/1/1989,Active,2018
801736,Child Care Center,North Oaks Preschool,Ramsey,20,"Preschool, ",11/6/1967,11/6/1967,Active,2018
801743,Child Care Center,N.E. Child Development Center,Hennepin,68,"Infant, Toddler, Preschool, ",2/1/1948,10/11/2009,Active,2018
801755,Child Care Center,Northfield Day Care Center,Rice,21,"Preschool, School Age",11/12/1970,11/12/1970,Active,2018
801756,Child Care Center,Northfield Nursery School,Rice,30,"Preschool, ",11/1/1945,11/1/1945,Active,2018
801762,Child Care Center,Northome Head Start,Koochiching,20,"Preschool, ",3/2/1984,3/2/1984,Active,2018
801787,Child Care Center,Oak Grove Children's Center,Hennepin,22,"Infant, Toddler, Preschool, ",11/5/1984,11/5/1984,Active,2018
801801,Child Care Center,Time For Tots,Hennepin,20,"Preschool, ",12/4/1987,12/4/1987,Active,2018
801803,Child Care Center,Olivia Head Start,Renville,20,"Preschool, ",12/1/1976,12/1/1976,Active,2018
801807,Child Care Center,"One of a Kind Children's Center, Inc.",Hennepin,29,"Preschool, School Age",2/5/1979,2/5/1979,Active,2018
801813,Child Care Center,Open Door Preschool,Rice,20,"Preschool, ",12/1/1966,12/1/1966,Active,2018
801833,Child Care Center,Our Redeemer Lutheran Preschool,Carlton,20,"Preschool, ",9/11/1990,9/11/1990,Active,2018
801836,Child Care Center,Our Redeemer Christian Children's Center,Clay,152,"Infant, Toddler, Preschool, School Age",9/3/1985,9/3/1985,Active,2018
801837,Child Care Center,Our Savior's Christian Preschool,Dakota,93,"Infant, Toddler, Preschool, ",9/14/1987,9/14/1987,Active,2018
801839,Child Care Center,Our Savior's Lutheran Preschool,Polk,20,"Preschool, ",10/1/1984,10/1/1984,Active,2018
801842,Child Care Center,Our Savior Early Childhood Center,Hennepin,54,"Toddler, Preschool, ",10/16/1980,10/16/1980,Active,2018
801844,Child Care Center,Our Saviour's Preschool,Anoka,38,"Preschool, ",1/1/1999,1/1/1999,Active,2018
801858,Child Care Center,Semcac Head Start Owatonna,Steele,26,"Preschool, ",9/8/1988,9/8/1988,Active,2018
801863,Child Care Center,South Education Center,Hennepin,34,"Infant, Toddler, Preschool, ",8/7/1990,8/7/1990,Active,2018
801864,Child Care Center,North Education Center,Hennepin,60,"Infant, Toddler, Preschool, ",5/9/1990,5/9/1990,Active,2018
801870,Child Care Center,FWE/PRHS/EHS HS Center,Hubbard,70,"Infant, Toddler, Preschool, ",12/1/1981,12/1/1981,Active,2018
801876,Child Care Center,Elm Care Day Care Center,Waseca,59,"Infant, Toddler, Preschool, School Age",10/30/1972,10/30/1972,Active,2018
801892,Child Care Center,Peace Lutheran Church Preschool,Anoka,60,"Preschool, ",9/27/1972,9/27/1972,Active,2018
801893,Child Care Center,Peace Lutheran Preschool,Rice,93,"Preschool, ",9/3/1974,9/3/1974,Active,2018
801912,Child Care Center,Pillsbury House Early Education Center,Hennepin,32,"Toddler, Preschool, ",6/5/1981,6/5/1981,Active,2018
801945,Child Care Center,Playhouse Nursery School,Hennepin,20,"Preschool, ",12/9/1974,12/9/1974,Active,2018
801948,Child Care Center,Playschool Child Care,Ramsey,62,"Toddler, Preschool, ",9/4/1986,5/21/2016,Active,2018
801967,Child Care Center,Faithful Beginnings at Presentation of Mary School,Ramsey,80,"Preschool, ",12/1/1982,12/1/1982,Active,2018
801996,Child Care Center,Bright Prospects Cooperative Preschool,Hennepin,15,"Toddler, Preschool, ",1/1/1999,1/1/1999,Active,2018
802000,Child Care Center,Pumpkin Patch Preschool,Wright,30,"Preschool, ",9/14/1972,9/14/1972,Active,2018
802001,Child Care Center,Punkins and Monkeys Preschool,Stearns,20,"Preschool, ",9/1/1983,9/1/1983,Active,2018
802003,Child Care Center,Eveleth Gilbert Head Start,St. Louis,19,"Preschool, ",8/31/1969,8/31/1969,Active,2018
802013,Child Care Center,Rainbow Discovery Center,Scott,45,"Preschool, School Age",7/15/1985,7/15/1985,Active,2018
802019,Child Care Center,Rainbow School and Child Care,Anoka,95,"Infant, Toddler, Preschool, School Age",9/17/1979,9/17/1979,Active,2018
802024,Child Care Center,Ramalynn Montessori Academy,Hennepin,70,"Preschool, ",5/31/1985,5/31/1985,Active,2018
802025,Child Care Center,Ramalynn Montessori,Dakota,24,"Preschool, ",6/25/1987,6/25/1987,Active,2018
802041,Child Care Center,Eastside A & B Headstart Childcare Ctr Early Headstart Child Care Ctr,Benton,59,"Infant, Toddler, Preschool, ",2/1/1982,2/1/1982,Active,2018
802042,Child Care Center,Roosevelt A and B,Stearns,40,"Preschool, ",11/1/1975,11/1/1975,Active,2018
802048,Child Care Center,"Ready, Set, Grow",Washington,80,"Preschool, ",10/1/1986,10/1/1986,Active,2018
802053,Child Care Center,Small World Early Learning Center,Red Lake,41,"Infant, Toddler, Preschool, School Age",9/1/1976,9/1/1976,Active,2018
802059,Child Care Center,Building Blocks Christian Preschool,Anoka,20,"Preschool, ",10/1/1962,10/1/1962,Active,2018
802060,Child Care Center,Redeemer Lutheran Preschool,Winona,20,"Preschool, ",2/1/1978,2/1/1978,Active,2018
802061,Child Care Center,Redeemer Christian Academy,Hennepin,20,"Preschool, ",9/13/1976,9/13/1976,Active,2018
802156,Child Care Center,Robin Child Care,Hennepin,24,"Preschool, School Age",1/1/1979,1/1/1979,Active,2018
802157,Child Care Center,Rochester Montessori School,Olmsted,142,"Toddler, Preschool, School Age",5/1/1989,5/1/1989,Active,2018
802164,Child Care Center,Room For Growing Childcare Learning Center,Washington,131,"Infant, Toddler, Preschool, School Age",1/1/1984,1/1/1984,Active,2018
802166,Child Care Center,Roseville Lutheran Preschool,Ramsey,40,"Preschool, ",1/26/1981,1/26/1981,Active,2018
802183,Child Care Center,Salem Preschool,Ramsey,40,"Preschool, ",10/21/1971,10/21/1971,Active,2018
802189,Child Care Center,Sandcastle Child Care Center I,Ramsey,162,"Toddler, Preschool, School Age",9/1/1981,9/1/1981,Active,2018
802190,Child Care Center,Sandcastle Child Care Center II,Ramsey,58,"Infant, Toddler, Preschool, School Age",9/1/1985,9/1/1985,Active,2018
802199,Child Care Center,Seed Early Learning Academy,Hennepin,72,"Preschool, School Age",9/9/1990,9/9/1990,Active,2018
802211,Child Care Center,Seward Child Care Center,Hennepin,30,"Toddler, Preschool, ",6/13/1973,6/13/1973,Active,2018
802215,Child Care Center,Shakopee Area Catholic School-Pre-Kindergarten,Scott,110,"Preschool, ",9/1/1988,9/1/1988,Active,2018
802217,Child Care Center,Shakopee Head Start,Scott,20,"Preschool, ",12/4/1970,12/4/1970,Active,2018
802223,Child Care Center,Shepherd's Care,Hennepin,95,"Infant, Toddler, Preschool, School Age",9/1/1989,9/1/1989,Active,2018
802231,Child Care Center,Shirley G Moore laboratory School,Hennepin,60,"Toddler, Preschool, ",4/9/1990,4/9/1990,Active,2018
802232,Child Care Center,Shirley R Abelson Aleph Preschool,Hennepin,186,"Toddler, Preschool, ",2/1/1946,2/1/1946,Active,2018
802233,Child Care Center,Shoreline Early Childhood Development Center,Hennepin,81,"Infant, Toddler, Preschool, School Age",5/2/1972,5/2/1972,Active,2018
802254,Child Care Center,Small World School for Young Children,Hennepin,20,"Preschool, ",9/27/1972,9/27/1972,Active,2018
802263,Child Care Center,Son-shine Corner Nursery School,Hennepin,55,"Toddler, Preschool, School Age",9/1/1982,9/1/1982,Active,2018
802266,Child Care Center,Little Giants,Faribault,71,"Infant, Toddler, Preschool, School Age",11/21/1988,11/21/1988,Active,2018
802268,Child Care Center,Teen Parent Services South High,Hennepin,24,"Infant, Toddler, ",6/2/1988,6/2/1988,Active,2018
802271,Child Care Center,Southside Family Nurturing Center,Hennepin,29,"Toddler, Preschool, ",4/17/1967,4/17/1967,Active,2018
802274,Child Care Center,Teen Parent Services Roosevelt,Hennepin,29,"Infant, Toddler, Preschool, ",12/15/1987,12/15/1987,Active,2018
802286,Child Care Center,St Andrew Early Learning Program,Hennepin,158,"Infant, Toddler, Preschool, ",5/5/1989,5/5/1989,Active,2018
802287,Child Care Center,Preschools of St Andrew's Half Day (The),Washington,40,"Preschool, ",10/1/1979,10/1/1979,Active,2018
802297,Child Care Center,St. Anthony Park Co-op Preschool,Ramsey,23,"Preschool, ",9/1/1961,9/1/1961,Active,2018
802298,Child Care Center,St Anthony Park Community Nursery School,Ramsey,30,"Preschool, ",11/1/1961,11/1/1961,Active,2018
802299,Child Care Center,St Katharine Drexel School,Benton,20,"Preschool, ",9/13/1988,9/13/1988,Active,2018
802316,Child Care Center,St Croix Kids Early Childhood Center,Washington,44,"Toddler, Preschool, School Age",9/1/1977,10/22/2016,Active,2018
802320,Child Care Center,St Davids Center for Child and Family Development,Hennepin,283,"Toddler, Preschool, School Age",9/15/1981,9/15/1981,Active,2018
802327,Child Care Center,Saint Francis of Assisi Preschool,Olmsted,20,"Preschool, ",2/21/1990,2/21/1990,Active,2018
802328,Child Care Center,St. Francis Preschool,Crow Wing,22,"Preschool, ",5/1/1984,5/1/1984,Active,2018
802329,Child Care Center,St Francis Xavier Child Development Center,Wright,40,"Preschool, ",9/6/1988,9/6/1988,Active,2018
802332,Child Care Center,St James Lutheran Early Education Center,Dakota,56,"Preschool, School Age",12/29/1971,12/29/1971,Active,2018
802333,Child Care Center,St. John's Child Care Center,Hennepin,102,"Toddler, Preschool, School Age",11/1/1964,11/1/1964,Active,2018
802338,Child Care Center,St. John's ABC Preschool,Hubbard,22,"Preschool, ",9/1/1987,9/1/1987,Active,2018
802340,Child Care Center,St. John's Steppingstones,Scott,60,"Preschool, ",8/15/1990,8/15/1990,Active,2018
802346,Child Care Center,St Josephs Preschool,Itasca,20,"Preschool, ",11/4/1986,11/4/1986,Active,2018
802352,Child Care Center,St. Luke's Christian Preschool,Hennepin,20,"Preschool, ",7/31/1970,7/31/1970,Active,2018
802357,Child Care Center,Faithful Beginnings at St Marks Catholic School,Ramsey,120,"Preschool, School Age",9/23/1988,1/31/2015,Active,2018
802358,Child Care Center,St. Mark's Preschool,Ramsey,20,"Preschool, ",11/16/1966,5/22/2018,Closed,2018
802359,Child Care Center,St. Martin's Pre-Kindergarten,Winona,15,"Preschool, ",9/1/1980,9/1/1980,Active,2018
802360,Child Care Center,Family Child Development Center,Hennepin,98,"Infant, Toddler, Preschool, ",11/16/1970,11/16/1970,Active,2018
802361,Child Care Center,Frassati Catholic Academy,Ramsey,40,"Preschool, ",8/6/1990,8/6/1990,Active,2018
802363,Child Care Center,St. Mary's Child Care Center,St. Louis,64,"Infant, Toddler, Preschool, School Age",7/11/1982,7/11/1982,Active,2018
802368,Child Care Center,St Matthew Community Preschool,Winona,20,"Preschool, ",9/6/1983,9/6/1983,Active,2018
802372,Child Care Center,St. Michael's Lutheran Preschool,Hennepin,20,"Preschool, ",9/1/1968,9/1/1968,Active,2018
802373,Child Care Center,St Michaels Lakeside Early Learning,St. Louis,90,"Toddler, Preschool, ",9/19/1990,9/19/1990,Active,2018
802378,Child Care Center,Christ Community Lutheran Preschool,Carver,20,"Preschool, ",3/27/1990,3/27/1990,Active,2018
802380,Child Care Center,Jewish Community Center Attn:  Lisa Rosenfield,Ramsey,126,"Infant, Toddler, Preschool, ",1/1/1967,1/1/1967,Active,2018
802381,Child Care Center,St Paul Preschool,Pipestone,17,"Preschool, ",10/9/1989,10/9/1989,Active,2018
802384,Child Care Center,St. Paul's Childhood Center,Ramsey,131,"Infant, Toddler, Preschool, School Age",9/4/1970,9/4/1970,Active,2018
