school_district,school_name,K_enroll,MMR_pct_vac,MMR_pct_nodoses,MMR_pct_nonmedical,MMR_pct_medical,notes
COMMUNITY OF PEACE ACADEMY,COMMUNITY OF PEACE ACADEMY ELEMENTARY,47,1.0000,0.0000,0.0000,0.0000,
CONCORDIA CREATIVE LEARNING ACADEMY,LIFE PREP SCHOOL/FORMERLY CONCORDIA CREATIVE LEARNING ACADEMY,42,1.0000,0.0000,0.0000,0.0000,
CROOKSTON,CATHEDRAL,12,1.0000,0.0000,0.0000,0.0000,
CROOKSTON,OUR SAVIORS LUTHERAN,8,1.0000,0.0000,0.0000,0.0000,
DAWSON-BOYD,STEVENS ELEMENTARY,34,1.0000,0.0000,0.0000,0.0000,
DETROIT LAKES,HOLY ROSARY,17,1.0000,0.0000,0.0000,0.0000,
EDEN VALLEY-WATKINS,WATKINS EL.,43,1.0000,0.0000,0.0000,0.0000,
EDGERTON,EDGERTON CHRISTIAN,21,1.0000,0.0000,0.0000,0.0000,
EDINA,CORNELIA EL.,93,1.0000,0.0000,0.0000,0.0000,
EDINA,OUR LADY OF GRACE,60,1.0000,0.0000,0.0000,0.0000,
FAIRMONT AREA SCHOOLS,ST JOHN VIANNEY,8,1.0000,0.0000,0.0000,0.0000,
FAIRMONT AREA SCHOOLS,ST PAULS LUTHERAN-FAIRMONT,16,1.0000,0.0000,0.0000,0.0000,
FARIBAULT,FARIBAULT LUTHERAN,19,1.0000,0.0000,0.0000,0.0000,
FOLEY,FOLEY EL.,137,1.0000,0.0000,0.0000,0.0000,
FULDA,FULDA EL.,22,1.0000,0.0000,0.0000,0.0000,
GREENBUSH-MIDDLE RIVER,MIDDLE RIVER EL.,8,1.0000,0.0000,0.0000,0.0000,
HANCOCK,HANCOCK EL.,27,1.0000,0.0000,0.0000,0.0000,
HERMAN-NORCROSS,HERMAN-NORCROSS COMMUNITY SCHOOL,10,1.0000,0.0000,0.0000,0.0000,
HILLS-BEAVER CREEK,HILLS-BEAVER CREEK EL.,28,1.0000,0.0000,0.0000,0.0000,
HINCKLEY-FINLAYSON,FINLAYSON EL.,9,1.0000,0.0000,0.0000,0.0000,
HINCKLEY-FINLAYSON,HINCKLEY EL.,58,1.0000,0.0000,0.0000,0.0000,
HOPKINS,BLAKE LOWER SCHOOL-HOPKINS CAMPUS,34,1.0000,0.0000,0.0000,0.0000,
HOPKINS,INTERNATIONAL SCHOOL OF MINNESOTA,14,1.0000,0.0000,0.0000,0.0000,
HOPKINS,NOTRE DAME ACADEMY,18,1.0000,0.0000,0.0000,0.0000,
HOWARD LAKE-WAVERLY-WINSTED,HOLY TRINITY,11,1.0000,0.0000,0.0000,0.0000,
HUTCHINSON,ST ANASTASIA,8,1.0000,0.0000,0.0000,0.0000,
IVANHOE,LINCOLN ELEMENTARY,12,1.0000,0.0000,0.0000,0.0000,
JACKSON COUNTY CENTRAL,IMMANUEL LUTHERAN,5,1.0000,0.0000,0.0000,0.0000,
JACKSON COUNTY CENTRAL,PLEASANTVIEW ELEMENTARY,26,1.0000,0.0000,0.0000,0.0000,
JANESVILLE-WALDORF-PEMBERTON,TRINITY LUTHERAN,11,1.0000,0.0000,0.0000,0.0000,
KENYON-WANAMINGO,KENYON-WANAMINGO EL.,41,1.0000,0.0000,0.0000,0.0000,
KITTSON CENTRAL,KITTSON CENTRAL EL.,21,1.0000,0.0000,0.0000,0.0000,
LAC QUI PARLE VALLEY,APPLETON EL.,41,1.0000,0.0000,0.0000,0.0000,
LAC QUI PARLE VALLEY,MADISON-MARIETTA-NASSAU EL.,32,1.0000,0.0000,0.0000,0.0000,
LACRESCENT-HOKAH,CRUCIFIXION,13,1.0000,0.0000,0.0000,0.0000,
LAKE CITY,ST JOHNS LUTHERAN,13,1.0000,0.0000,0.0000,0.0000,
LAKE OF THE WOODS,LAKE OF THE WOODS EL.,30,1.0000,0.0000,0.0000,0.0000,
LAKE SUPERIOR,WILLIAM KELLEY,30,1.0000,0.0000,0.0000,0.0000,
LESTER PRAIRIE,LESTER PRAIRIE EL.,24,1.0000,0.0000,0.0000,0.0000,
LEWISTON-ALTURA,IMMANUEL LUTHERAN,10,1.0000,0.0000,0.0000,0.0000,
LEWISTON-ALTURA,LEWISTON-ALTURA EL.,35,1.0000,0.0000,0.0000,0.0000,
LITTLE FALLS,KNIGHT EL.,15,1.0000,0.0000,0.0000,0.0000,
LITTLE FALLS,MARY OF LOURDES ELEMENTARY,22,1.0000,0.0000,0.0000,0.0000,
LYLE,LYLE K-12,18,1.0000,0.0000,0.0000,0.0000,
MADELIA,MADELIA EL.,46,1.0000,0.0000,0.0000,0.0000,
MADELIA,ST MARY,5,1.0000,0.0000,0.0000,0.0000,
MAHNOMEN,ST MICHAEL,6,1.0000,0.0000,0.0000,0.0000,
MAHTOMEDI,ST JUDE OF THE LAKE,6,1.0000,0.0000,0.0000,0.0000,
MANKATO,JEFFERSON EL.,35,1.0000,0.0000,0.0000,0.0000,
MANKATO,MANKATO AREA CATHOLIC SCHOOLS  INC,25,1.0000,0.0000,0.0000,0.0000,
MANKATO,MOUNT OLIVE LUTHERAN,23,1.0000,0.0000,0.0000,0.0000,
MANKATO,RISEN SAVIOR LUTHERAN SCHOOL,9,1.0000,0.0000,0.0000,0.0000,
MANKATO,ROSA PARKS ELEMENTARY,76,1.0000,0.0000,0.0000,0.0000,
MARSHALL,SAMUEL LUTHERAN,9,1.0000,0.0000,0.0000,0.0000,
MINNEAPOLIS,PILGRIM LUTHERAN,5,1.0000,0.0000,0.0000,0.0000,
MINNESOTA TRANSITIONS CHARTER SCH,BANAADIR SOUTH K-8,11,1.0000,0.0000,0.0000,0.0000,
MURRAY COUNTY CENTRAL,CHANDLER CHRISTIAN,5,1.0000,0.0000,0.0000,0.0000,
NAY-AH-SHING,NAY AH SHING ELEMENTARY,31,1.0000,0.0000,0.0000,0.0000,
NAYTAUWAUSH COMMUNITY SCHOOL,NAYTAHWAUSH COMMUNITY SCHOOL,22,1.0000,0.0000,0.0000,0.0000,
NEW PRAGUE AREA SCHOOLS,RAVEN STREAM ELEMENTARY,103,1.0000,0.0000,0.0000,0.0000,
NEW ULM,ST PAULS LUTHERAN,31,1.0000,0.0000,0.0000,0.0000,
NEW ULM,WASHINGTON LEARNING CENTER,152,1.0000,0.0000,0.0000,0.0000,
NORMAN COUNTY EAST,NORMAN COUNTY E. EL.,15,1.0000,0.0000,0.0000,0.0000,
NORTH ST PAUL-MAPLEWOOD,EAGLE POINT EL.,71,1.0000,0.0000,0.0000,0.0000,
NORTH ST PAUL-MAPLEWOOD,GETHSEMANE LUTHERAN,13,1.0000,0.0000,0.0000,0.0000,
NORTH ST PAUL-MAPLEWOOD,PRESENTATION OF THE BVM,13,1.0000,0.0000,0.0000,0.0000,
NORTH ST PAUL-MAPLEWOOD,TRANSFIGURATION,22,1.0000,0.0000,0.0000,0.0000,
NORTH ST PAUL-MAPLEWOOD,WEAVER EL.,87,1.0000,0.0000,0.0000,0.0000,
NORTHFIELD,ST DOMINIC,13,1.0000,0.0000,0.0000,0.0000,
ORONO,HOLY NAME OF JESUS,41,1.0000,0.0000,0.0000,0.0000,
ORTONVILLE,KNOLL EL.,40,1.0000,0.0000,0.0000,0.0000,
OSSEO,AVA MARIA ACADEMY,17,1.0000,0.0000,0.0000,0.0000,
OSSEO,GARDEN CITY EL.,63,1.0000,0.0000,0.0000,0.0000,
PRIOR LAKE-SAVAGE AREA SCHOOLS,ST PAULS LUTHERAN,8,1.0000,0.0000,0.0000,0.0000,
RED LAKE,ST MARYS MISSION,12,1.0000,0.0000,0.0000,0.0000,
RED WING,ST JOHNS LUTHERAN-RED WING,7,1.0000,0.0000,0.0000,0.0000,
RENVILLE COUNTY WEST,RENVILLE COUNTY WEST PUBLIC SCHOOL #2890,38,1.0000,0.0000,0.0000,0.0000,
ROCHESTER,JEFFERSON EL.,92,1.0000,0.0000,0.0000,0.0000,
ROCHESTER,MONTESSORI AT FRANKLIN,35,1.0000,0.0000,0.0000,0.0000,
ROCHESTER,PINEWOOD EL.,53,1.0000,0.0000,0.0000,0.0000,
ROCHESTER,RESURRECTION LUTHERAN,11,1.0000,0.0000,0.0000,0.0000,
ROCHESTER,ST FRANCIS,23,1.0000,0.0000,0.0000,0.0000,
ROCORI,HOLY CROSS,8,1.0000,0.0000,0.0000,0.0000,
ROSEAU,ROSEAU EL.,83,1.0000,0.0000,0.0000,0.0000,
ROSEMOUNT-APPLE VALLEY-EAGAN,DEERWOOD EL.,123,1.0000,0.0000,0.0000,0.0000,
ROSEMOUNT-APPLE VALLEY-EAGAN,ROSEMOUNT EL.,96,1.0000,0.0000,0.0000,0.0000,
ROSEMOUNT-APPLE VALLEY-EAGAN,ST JOSEPHS CATHOLIC,19,1.0000,0.0000,0.0000,0.0000,
ROSEVILLE,HARAMBEE ELEMENTARY SCHOOL,34,1.0000,0.0000,0.0000,0.0000,
ROSEVILLE,ST JOHN SCHOOL OF LITTLE CANADA,9,1.0000,0.0000,0.0000,0.0000,
ROSEVILLE,ST ROSE OF LIMA,12,1.0000,0.0000,0.0000,0.0000,
SHAKOPEE,SHAKOPEE AREA CATHOLIC,66,1.0000,0.0000,0.0000,0.0000,
SIBLEY EAST,ST PAULS LUTHERAN,7,1.0000,0.0000,0.0000,0.0000,
SLEEPY EYE,SLEEPY EYE EL.,51,1.0000,0.0000,0.0000,0.0000,
SPRINGFIELD,SPRINGFIELD PUBLIC SCHOOL,40,1.0000,0.0000,0.0000,0.0000,
ST. CLAIR,ST. CLAIR EL.,41,1.0000,0.0000,0.0000,0.0000,
ST. CLOUD,CHILDRENS DAY MONTESSORI,6,1.0000,0.0000,0.0000,0.0000,
ST. JAMES,ST PAULS LUTHERAN,9,1.0000,0.0000,0.0000,0.0000,
ST. LOUIS COUNTY,NORTHWOODS ELEMENTARY AND SECONDARY,26,1.0000,0.0000,0.0000,0.0000,
ST. LOUIS COUNTY,SOUTH RIDGE ELEMENTARY AND SOUTH RIDGE HIGH SCHOOL,35,1.0000,0.0000,0.0000,0.0000,
ST. LOUIS COUNTY,TOWER-SOUDAN ELEMENTARY,9,1.0000,0.0000,0.0000,0.0000,
ST. PAUL,DAYTONS BLUFF,59,1.0000,0.0000,0.0000,0.0000,
ST. PAUL,FROST LAKE,92,1.0000,0.0000,0.0000,0.0000,
ST. PAUL,HAMLINE,54,1.0000,0.0000,0.0000,0.0000,
ST. PAUL,ST. THOMAS MORE,12,1.0000,0.0000,0.0000,0.0000,
ST. PETER,JOHN IRELAND,10,1.0000,0.0000,0.0000,0.0000,
STEP ACADEMY,STEP ACADEMY,21,1.0000,0.0000,0.0000,0.0000,
STEPHEN-ARGYLE CENTRAL SCHOOLS,ARGYLE ELEMENTARY,24,1.0000,0.0000,0.0000,0.0000,
STILLWATER,BROOKVIEW ELEMENTARY,91,1.0000,0.0000,0.0000,0.0000,
TRACY AREA PUBLIC SCHOOLS,ST MARY,6,1.0000,0.0000,0.0000,0.0000,
TRI-COUNTY,KARLSTAD EL.,14,1.0000,0.0000,0.0000,0.0000,
TRUMAN,ST PAULS LUTHERAN-TRUMAN,5,1.0000,0.0000,0.0000,0.0000,
UNITED SOUTH CENTRAL,USC SCHOOL,49,1.0000,0.0000,0.0000,0.0000,
WABASHA-KELLOGG,ST FELIX,10,1.0000,0.0000,0.0000,0.0000,
WABASHA-KELLOGG,WABASHA-KELLOGG EL.,24,1.0000,0.0000,0.0000,0.0000,
WABASSO,ST ANNE,13,1.0000,0.0000,0.0000,0.0000,
WACONIA,ST JOSEPH,19,1.0000,0.0000,0.0000,0.0000,
WARREN-ALVARADO-OSLO,WARREN EL.,32,1.0000,0.0000,0.0000,0.0000,
WASECA,SACRED HEART,18,1.0000,0.0000,0.0000,0.0000,
WAYZATA,CHILDRENS WORKSHOP MONTESSORI,11,1.0000,0.0000,0.0000,0.0000,
WEST CENTRAL AREA,WEST CENTRAL AREA S. EL.,24,1.0000,0.0000,0.0000,0.0000,
WEST ST. PAUL-MENDOTA HTS.-EAGAN,CONVENT OF THE VISITATION,17,1.0000,0.0000,0.0000,0.0000,
WEST ST. PAUL-MENDOTA HTS.-EAGAN,CROWN OF LIFE,7,1.0000,0.0000,0.0000,0.0000,
WEST ST. PAUL-MENDOTA HTS.-EAGAN,TRINITY LONE OAK LUTHERAN,10,1.0000,0.0000,0.0000,0.0000,
WHITE BEAR LAKE,FRASSATI CATHOLIC ACADEMY,33,1.0000,0.0000,0.0000,0.0000,
WILLMAR,LAKELAND ELEMENTARY SCHOOL,100,1.0000,0.0000,0.0000,0.0000,
WINONA AREA PUBLIC SCHOOLS,ST JOHNS LUTHERAN,8,1.0000,0.0000,0.0000,0.0000,
WINONA AREA PUBLIC SCHOOLS,WASHINGTON EL.,48,1.0000,0.0000,0.0000,0.0000,
WORTHINGTON,ST MARYS,13,1.0000,0.0000,0.0000,0.0000,
ZUMBROTA-MAZEPPA,CHRIST LUTHERAN,5,1.0000,0.0000,0.0000,0.0000,
ALEXANDRIA,GARFIELD EL.,,,,,,Did not report
ANOKA-HENNEPIN,MINNESOTA RENAISSANCE SCHOOL,,,,,,Did not report
BEMIDJI,CENTRAL EL.,,,,,,Did not report
BENTON STEARNS EDUCATION DISTRICT,BENTON STEARNS EDUCATION DISTRICT,,,,,,Did not report
BERTHA-HEWITT,PIONEER AMISH PAROCHIAL SCHOOL,,,,,,Did not report
BLUESKY CHARTER SCHOOL,BLUESKY CHARTER SCHOOL,,,,,,Did not report
BRAINERD,LAKE REGION CHRISTIAN,,,,,,Did not report
BUFFALO,SALEM LUTHERAN,,,,,,Did not report
BUFFALO,TATANKA EL.,,,,,,Did not report
BURNSVILLE,NICOLLET JR.,,,,,,Did not report
CANNON VALLEY SPECIAL ED COOPERATIVE,ALEXANDER LEARNING ACADEMY,,,,,,Did not report
CANNON VALLEY SPECIAL ED COOPERATIVE,CVSEC STEP,,,,,,Did not report
CANNON VALLEY SPECIAL ED COOPERATIVE,LAURA BAKER SUN PROGRAM,,,,,,Did not report
CENTENNIAL,CENTENNIAL EL.,,,,,,Did not report
CENTENNIAL,RICE LAKE EL.,,,,,,Did not report
CHASKA,CLOVER RIDGE,,,,,,Did not report
CHASKA,JONATHAN MONTESSORI,,,,,,Did not report
CHISAGO LAKES,LEVEL 4 PROGRAM PATHWAYS TO CHANGE,,,,,,Did not report
CHISAGO LAKES,SOAR,,,,,,Did not report
DISCOVERY PUBLIC SCHOOL FARIBAULT,DISCOVERY PUBLIC SCHOOL FARIBAULT,,,,,,Did not report
DULUTH,BETHANY CRISIS SHELTER,,,,,,Did not report
DULUTH,DENFELD HIGH SCHOOL,,,,,,Did not report
DULUTH,LAURA MACARTHUR EL.,,,,,,Did not report
DULUTH,LESTER PARK EL.,,,,,,Did not report
DULUTH,MYERS-WILKINS ELEMENTARY,,,,,,Did not report
DULUTH,ORDEAN-EAST,,,,,,Did not report
DULUTH,SUPERIOR ACADEMY,,,,,,Did not report
EDVISIONS OFF CAMPUS SCHOOL,EDVISIONS OFF CAMPUS HIGH SCHOOL,,,,,,Did not report
ENRICH KINGSLAND,ENRICH KINGSLAND,,,,,,Did not report
ENRICH KINGSLAND,SMEC TARGETED SERVICES,,,,,,Did not report
FARIBAULT,FARIBAULT AREA LEARNING CTR.,,,,,,Did not report
FOREST LAKE,ST. PETER,,,,,,Did not report
FRIENDSHIP ACDMY OF FINE ARTS CHTR,FRIENDSHIP ACDMY OF FINE ARTS CHTR,,,,,,Did not report
GLACIAL RIDGE TRANSITIONAL SKILLS PROGRAM,GLACIAL RIDGE TRANSITIONAL SKILLS PROGRAM,,,,,,Did not report
GLENVILLE-EMMONS,GLENVILLE EMMONS E.,,,,,,Did not report
GLENVILLE-EMMONS,GLENVILLE-EMMONS SEC.,,,,,,Did not report
HMONG ACADEMY,HMONG COLLEGE PREP ACADEMY,,,,,,Did not report
HOPKINS,ACADEMY OF WHOLE LEARNING,,,,,,Did not report
INTENSIVE DCD SNW,INTENSIVE DCD SNW,,,,,,Did not report
INTENSIVE DCD SNW,LITTLE MOUNTAIN ELEMENTARY SNW,,,,,,Did not report
INTERMEDIATE SCHOOL DISTRICT 287,HENNEPIN GATEWAY TO COLLEGE,,,,,,Did not report
INTERMEDIATE SCHOOL DISTRICT 287,PRAIRIE CARE EDINA - PHP,,,,,,Did not report
INTERMEDIATE SCHOOL DISTRICT 287,SAFE,,,,,,Did not report
ISLE,ISLE ALC,,,,,,Did not report
ISLE,ISLE EL.,,,,,,Did not report
ISLE,ISLE SEC.,,,,,,Did not report
JENNINGS EXPERIENTIAL HIGH SCHOOL,JENNINGS COMMUNITY LEARNING CENTER,,,,,,Did not report
KALEIDOSCOPE CHARTER SCHOOL,KALEIDOSCOPE MIDDLE SCHOOL,,,,,,Did not report
KIPP MINNESOTA CHARTER SCHOOL,KIPP NORTH STAR PRIMARY,,,,,,Did not report
LAKEVILLE,GLORY ACADEMY,,,,,,Did not report
LAKEVILLE,HUDDLESTON EL.,,,,,,Did not report
LEARNING FOR LEADERSHIP CHARTER,LEARNING FOR LEADERSHIP,,,,,,Did not report
M.A.C.C.R.A.Y. ,M.A.C.C.R.A.Y. EAST EL.,,,,,,Did not report
M.A.C.C.R.A.Y. ,M.A.C.C.R.A.Y. SR.,,,,,,Did not report
M.A.C.C.R.A.Y. ,M.A.C.C.R.A.Y. WEST EL.,,,,,,Did not report
MANKATO,PRAIRIE CARE MANKATO,,,,,,Did not report
MAPLE LAKE,MAPLE LAKE SEC.,,,,,,Did not report
MCGREGOR,MCGREGOR EL.,,,,,,Did not report
MCGREGOR,MCGREGOR SEC.,,,,,,Did not report
MEEKER AND WRIGHT SPECIAL EDUCATION,MEEKER AND WRIGHT SPECIAL EDUCATION,,,,,,Did not report
MILROY AREA CHARTER SCHOOL,MILROY AREA CHARTER SCHOOL,,,,,,Did not report
MINISINAAKWAANG LEADERSHIP ACADEMY,MINISINAAKWAANG LEADERSHIP ACADEMY,,,,,,Did not report
MINNEAPOLIS,MPS METRO C,,,,,,Did not report
MINNEAPOLIS,MPS METRO HA,,,,,,Did not report
MINNEAPOLIS,MPS SJ,,,,,,Did not report
MINNEAPOLIS,SEWARD EL.,,,,,,Did not report
MINNESOTA ONLINE HIGH SCHOOL,MINNESOTA ONLINE HIGH SCHOOL,,,,,,Did not report
MINNESOTA TRANSITIONS CHARTER SCH,MINNESOTA VIRTUAL HIGH SCHOOL 6-12,,,,,,Did not report
MOUNTAIN LAKE,ELMENDORF SCHOOL,,,,,,Did not report
MOUNTAIN LAKE,NEUHOF SCHOOL,,,,,,Did not report
NETT LAKE,NETT LAKE EL.,,,,,,Did not report
NEW SPIRIT SCHOOL,ST. PAUL CITY SCHOOL,,,,,,Did not report
NORTH BRANCH,VERITAS ACADEMY,,,,,,Did not report
NORTH ST PAUL-MAPLEWOOD,CAPITAL CITY ADVENT CHRISTIAN,,,,,,Did not report
ONAMIA,KOKESH ALC,,,,,,Did not report
ONAMIA,MILLE LACS ACADEMY - NEXUS,,,,,,Did not report
PILLAGER,PILLAGER EL.,,,,,,Did not report
PILLAGER,PILLAGER SEC.,,,,,,Did not report
PILLAGER AREA,PILLAGER AREA CHARTER SCHOOL,,,,,,Did not report
RED ROCK CENTRAL,RED ROCK CENTRAL,,,,,,Did not report
RED WING,TWIN BLUFF MID.,,,,,,Did not report
RICHFIELD,RICHFIELD STEM SCHOOL,,,,,,Did not report
RIVER BEND EDUCATION DISTRICT,IMPRINTS PROGRAM,,,,,,Did not report
RIVER BEND EDUCATION DISTRICT,R.I.S.E. PROGRAM,,,,,,Did not report
RIVER BEND EDUCATION DISTRICT,RIVER BEND AREA LEARNING CENTER,,,,,,Did not report
RIVERWAY LEARNING COMMUNITY CHTR,RIVERWAY SECONDARY,,,,,,Did not report
ROBBINSDALE,HOLY TRINITY LUTHERAN SCHOOL,,,,,,Did not report
ROBBINSDALE,KING OF GRACE LUTHERAN,,,,,,Did not report
ROBBINSDALE,ROBBINSDALE SPANISH IMMERSION EL.,,,,,,Did not report
ROBBINSDALE,ROBBINSDALE TASC ALC,,,,,,Did not report
ROBBINSDALE,SACRED HEART,,,,,,Did not report
ROBBINSDALE,SONNESYN EL.,,,,,,Did not report
ROBBINSDALE,ST RAPHAEL,,,,,,Did not report
ROBBINSDALE,STEP BY STEP MONTESSORI-PLYMOUTH,,,,,,Did not report
ROBBINSDALE,ZACHARY LANE EL.,,,,,,Did not report
ROCHESTER,ROCHESTER PENTECOSTAL,,,,,,Did not report
ROCHESTER,SCHAEFFER ACADEMY,,,,,,Did not report
ROSEVILLE,CHILDRENS DISCOVERY ACADEMY,,,,,,Did not report
ROTHSAY,ROTHSAY PUBLIC SCHOOLS,,,,,,Did not report
SAUK CENTRE,HOLY FAMILY-SAUK CENTRE,,,,,,Did not report
SEJONG ACADEMY OF MINNESOTA,SEJONG ACADEMY OF MINNESOTA,,,,,,Did not report
SOUTHSIDE FAMILY CHARTER SCHOOL,SOUTHSIDE FAMILY CHARTER SCHOOL,,,,,,Did not report
ST. FRANCIS,ST FRANCIS CHRISTIAN,,,,,,Did not report
ST. PAUL,CATHEDRAL HILL MONTESSORI SCHOOL,,,,,,Did not report
ST. PAUL,CHRISTS HOUSEHOLD OF FAITH,,,,,,Did not report
ST. PAUL,GUADALUPE ALTERNATIVE PROGRAMS,,,,,,Did not report
ST. PAUL,LETOILE DU NORD LOWER,,,,,,Did not report
STAR OF THE NORTH ACADEMY CHARTER SCHOOL,STAR OF THE NORTH ACADEMY CHARTER SCHOOL,,,,,,Did not report
STARRS ONLINE ACADEMY,STARRS ONLINE ACADEMY,,,,,,Did not report
THIEF RIVER FALLS,ST BERNARD,,,,,,Did not report
TRITON,GRACE LUTHERAN,,,,,,Did not report
TRITON,MARANATHA SEVENTH DAY ADVENTIST,,,,,,Did not report
TRITON,TRITON SEC.,,,,,,Did not report
UNDERWOOD,UNDERWOOD EL.,,,,,,Did not report
UNDERWOOD,UNDERWOOD SEC.,,,,,,Did not report
VALLEY VIEW,RIVER VALLEY ACADEMY,,,,,,Did not report
VALLEY VIEW,SAIL - STUDENTS ACHIEVING INTEGRATED LEARNING,,,,,,Did not report
WABASSO,WABASSO PUBLIC SCHOOL,,,,,,Did not report
WATERSHED HIGH SCHOOL,WATERSHED HIGH SCHOOL,,,,,,Did not report
WAYZATA,EAST MIDDLE ALTERNATIVE,,,,,,Did not report
WAYZATA,STEP BY STEP MONTESSORI-WAYZATA,,,,,,Did not report
WHEATON AREA SCHOOL,PEARSON EL.,,,,,,Did not report
WHEATON AREA SCHOOL,WHEATON SEC.,,,,,,Did not report
WHITE BEAR LAKE,OTTER LAKE EL.,,,,,,Did not report
ANOKA-HENNEPIN,COON RAPIDS CHRISTIAN SCHOOL,,,,,,Enrollment < 5
BAGLEY,FHL ACADEMY,,,,,,Enrollment < 5
BELLE PLAINE,OUR LADY OF THE PRAIRIE,,,,,,Enrollment < 5
BIRCH GROVE COMMUNITY SCHOOL,BIRCH GROVE COMMUNITY SCHOOL,,,,,,Enrollment < 5
BLOOMINGTON,INTERNATIONAL MONTESSORI ACADEMY,,,,,,Enrollment < 5
BRAINERD,ST FRANCIS OF ASSISI,,,,,,Enrollment < 5
CAMBRIDGE-ISANTI,ST SCHOLASTIC PAROCHIAL SCHOOL,,,,,,Enrollment < 5
CANNON FALLS,ST PAULS LUTHERAN,,,,,,Enrollment < 5
CEDAR MOUNTAIN,ST MICHAEL,,,,,,Enrollment < 5
CLINTON-GRACEVILLE-BEARDSLEY,LISMORE COLONY ELEMENTARY,,,,,,Enrollment < 5
COLUMBIA HEIGHTS,LITTLE VOYAGEURS MONTESSORI SCHOOL,,,,,,Enrollment < 5
CYBER VILLAGE ACADEMY,CYBER VILLAGE ACADEMY,,,,,,Enrollment < 5
DETROIT LAKES,ADVENTIST CHRISTIAN SCHOOL,,,,,,Enrollment < 5
E.C.H.O. CHARTER SCHOOL,E.C.H.O. CHARTER SCHOOL,,,,,,Enrollment < 5
EAST CENTRAL,HARVEST CHRISTIAN SCHOOL,,,,,,Enrollment < 5
EDGERTON,FREE CHRISTIAN,,,,,,Enrollment < 5
ELK RIVER,ISD 728 FOCUS/JOURNEY,,,,,,Enrollment < 5
FOLEY,ST JOHN,,,,,,Enrollment < 5
FULDA,ST PAULS LUTHERAN,,,,,,Enrollment < 5
G.F.W.,PLS ELEM,,,,,,Enrollment < 5
HAWLEY,SPRING PRAIRIE EL.,,,,,,Enrollment < 5
HERON LAKE-OKABENA,ST JOHNS LUTHERAN SCHOOL,,,,,,Enrollment < 5
HUTCHINSON,IMMANUEL LUTHERAN,,,,,,Enrollment < 5
HUTCHINSON,OUR SAVIORS LUTHERAN,,,,,,Enrollment < 5
INTERMEDIATE SCHOOL DISTRICT 287,NORTH EDUCATION CENTER - ELEMENTARY,,,,,,Enrollment < 5
INTERMEDIATE SCHOOL DISTRICT 287,NORTH EDUCATION CENTER - SUN,,,,,,Enrollment < 5
INTERMEDIATE SCHOOL DISTRICT 917,917 CRISTA MCAULIFFE EL,,,,,,Enrollment < 5
INTERMEDIATE SCHOOL DISTRICT 917,DEAF / HARD OF HEARING,,,,,,Enrollment < 5
INTERMEDIATE SCHOOL DISTRICT 917,MEADOWVIEW,,,,,,Enrollment < 5
INTERNATIONAL FALLS,ST THOMAS AQUINAS CATHOLIC SCHOOL,,,,,,Enrollment < 5
KINGSLAND,ST JOHNS LUTHERAN,,,,,,Enrollment < 5
LACRESCENT-HOKAH,ST PETER,,,,,,Enrollment < 5
LAFAYETTE PUBLIC CHARTER,STARLAND ELEMENTARY,,,,,,Enrollment < 5
LAKEVILLE,LINK12 LAKEVILLE,,,,,,Enrollment < 5
LEAF RIVER ACADEMY,LEAF RIVER ACADEMY,,,,,,Enrollment < 5
MANKATO,GOOD SHEPHERD SCHOOL,,,,,,Enrollment < 5
METRO DEAF CHARTER SCHOOL,METRO DEAF SCHOOL,,,,,,Enrollment < 5
MID STATE EDUCATION DISTRICT,MORRISON COUNTY LEARNING CENTER,,,,,,Enrollment < 5
MID STATE EDUCATION DISTRICT,SUCCESS,,,,,,Enrollment < 5
MILROY,MILROY JR.,,,,,,Enrollment < 5
MINNEAPOLIS,RIVER BEND EDUCATION CENTER,,,,,,Enrollment < 5
MINNESOTA STATE ACADEMIES,MN ACADEMY FOR THE BLIND,,,,,,Enrollment < 5
MINNETONKA,OUR SAVIORS LUTHERAN,,,,,,Enrollment < 5
MOUNDS VIEW,HARBON MONTESSORI,,,,,,Enrollment < 5
N.E. METRO INTERMEDIATE DIST. 916,PANKALO EDUCATION CENTER,,,,,,Enrollment < 5
NAY-AH-SHING,PINE GROVE LEARNING CENTER,,,,,,Enrollment < 5
NORTH ST PAUL-MAPLEWOOD,HARMONY LEARNING CENTER,,,,,,Enrollment < 5
NORWOOD,EMANUEL LUTHERAN,,,,,,Enrollment < 5
NORWOOD,ST JOHNS LUTHERAN-YOUNG AMERICA,,,,,,Enrollment < 5
NORWOOD,ZION LUTHERAN-COLOGNE,,,,,,Enrollment < 5
OSHKI OGIMAAG CHARTER SCHOOL,OSHKI OGIMAAG CHARTER SCHOOL,,,,,,Enrollment < 5
PRINCETON,DISCOVERY MONTESSORI ACADEMY,,,,,,Enrollment < 5
ROCHESTER,FAITH CHRISTIAN,,,,,,Enrollment < 5
ROCHESTER,ROCHESTER PHOENIX ACADEMY,,,,,,Enrollment < 5
ROCHESTER,SEEDS OF WISDOM,,,,,,Enrollment < 5
ROSEMOUNT-APPLE VALLEY-EAGAN,BEREA LUTHERAN,,,,,,Enrollment < 5
SAUK RAPIDS,MONTESSORI SCHOOL,,,,,,Enrollment < 5
SLEEPY EYE,ST JOHNS LES,,,,,,Enrollment < 5
SOUTH KOOCHICHING,INDUS EL.,,,,,,Enrollment < 5
