school_district,school_name,K_enroll,DTAP_pct_vac,DTAP_partial_nodoses,DTAP_pct_nonmedical,DTAP_pct_medical,POLIO_pct_vac,POLIO_partial_nodoses,POLIO_pct_nonmedical,POLIO_pct_medical,MMR_pct_vac,MMR_pct_nodoses,MMR_pct_nonmedical,MMR_pct_medical,HEPB_pct_vac,HEPB_pct_partial_nodoses,HEPB_pct_nonmedical,HEPB_pct_medical,VARICEL_pct_vac,VARICEL_partial_nodoses,VARICEL_pct_disease_history,VARICEL_pct_nonmedical,VARICEL_pct_medical,category
RED LAKE,PONEMAH EL.,22,0.7727,0.2273,0,0,0.7727,0.2273,0,0,0.7700,0.2273,0,0,1,0,0,0,0.7727,0.2273,0,0,0,very low
WINONA AREA PUBLIC SCHOOLS,ST MATTHEWS LUTHERAN,9,0.7778,0.1111,0.1111,0,0.7778,0.1111,0.1111,0,0.7800,0.1111,0.1111,0,0.8889,0,0.1111,0,0.7778,0.1111,0,0.1111,0,very low
DISCOVERY WOODS MONTESSORI SCHOOL,DISCOVERY WOODS MONTESSORI SCHOOL,18,0.7778,0.0556,0.1667,0,0.7778,0.0556,0.1667,0,0.7800,0.1111,0.1111,0,0.8333,0,0.1667,0,0.7778,0.0556,0,0.1667,0,very low
STRIDE ACADEMY CHARTER SCHOOL,STRIDE ACADEMY CHARTER SCHOOL,36,0.8333,0.1389,0.0278,0,0.8333,0.1389,0.0278,0,0.7800,0.1944,0.0278,0,0.8611,0.1111,0.0278,0,0.7778,0.1944,0,0.0278,0,very low
CAMBRIDGE-ISANTI,CAMBRIDGE CHRISTIAN SCHOOL,9,0.7778,0.2222,0,0,0.7778,0.2222,0,0,0.7800,0.2222,0,0,0.7778,0.2222,0,0,0.7778,0.2222,0,0,0,very low
GREEN ISLE COMMUNITY SCHOOL,GREEN ISLE COMMUNITY SCHOOL,9,0.8889,0.1111,0,0,0.8889,0.1111,0,0,0.7800,0.2222,0,0,0.8889,0.1111,0,0,0.7778,0.2222,0,0,0,very low
WINONA AREA PUBLIC SCHOOLS,ST MARTINS LUTHERAN,9,0.7778,0.2222,0,0,0.7778,0.2222,0,0,0.7800,0.2222,0,0,1,0,0,0,0.7778,0.2222,0,0,0,very low
PERHAM,ST HENRY,18,0.8333,0.1667,0,0,0.8889,0.1111,0,0,0.7800,0.2222,0,0,0.8889,0.1111,0,0,0.7778,0.2222,0,0,0,very low
WAYZATA,ST BARTHOLOMEW,14,0.8571,0,0.1429,0,0.8571,0,0.1429,0,0.7900,0,0.2143,0,0.9286,0,0.0714,0,0.7857,0,0,0.2143,0,very low
ST. CLOUD,ST ELIZABETH ANN SETON SCHOOL,14,0.7857,0.0714,0.1429,0,0.7857,0.0714,0.1429,0,0.7900,0.0714,0.1429,0,0.8571,0.0714,0.0714,0,0.7857,0.0714,0,0.1429,0,very low
GOODRIDGE,GOODRIDGE EL.,19,0.7895,0.2105,0,0,0.7895,0.2105,0,0,0.7900,0.2105,0,0,1,0,0,0,0.7895,0.2105,0,0,0,very low
NORTHEAST COLLEGE PREP,NORTHEAST COLLEGE PREP,43,0.814,0.186,0,0,0.814,0.186,0,0,0.7900,0.2093,0,0,0.9302,0.0698,0,0,0.7674,0.2326,0,0,0,very low
PRODEO ACADEMY,PRODEO ACADEMY  PK-8,87,0.8621,0.1379,0,0,0.7816,0.2184,0,0,0.7900,0.2069,0,0,0.908,0.092,0,0,0.8046,0.1954,0,0,0,very low
DISCOVERY CHARTER ELEMENTARY SCHOOL,DISCOVERY CHARTER ELEMENTARY SCHOOL,34,1,0,0,0,1,0,0,0,0.7900,0.2059,0,0,0.9412,0.0588,0,0,0.7941,0.2059,0,0,0,very low
MINNESOTA EARLY LEARNING ACADEMY,MINNESOTA EARLY LEARNING ACADEMY,39,0.9744,0.0256,0,0,0.7692,0.2308,0,0,0.7900,0.2051,0,0,0.7949,0.2051,0,0,0.7949,0.2051,0,0,0,very low
ST. PAUL,FOUR SEASONS,83,0.7831,0.1928,0.0241,0,0.8072,0.1687,0.0241,0,0.8000,0.1807,0.0241,0,0.9398,0.0361,0.0241,0,0.7952,0.1687,0.012,0.0241,0,very low
ALEXANDRIA,NEW TESTAMENT CHRISTIAN,5,0.8,0,0.2,0,0.8,0,0.2,0,0.8000,0,0.2,0,0.8,0,0.2,0,0.8,0,0,0.2,0,very low
FERGUS FALLS,MORNING SON CHRISTIAN,10,0.9,0,0.1,0,0.9,0,0.1,0,0.8000,0,0.2,0,0.9,0,0.1,0,0.8,0,0,0.2,0,very low
WORTHINGTON,WORTHINGTON CHRISTIAN,10,0.8,0,0.2,0,0.8,0,0.2,0,0.8000,0,0.2,0,0.9,0,0.1,0,0.8,0,0,0.2,0,very low
PRAIRIE CREEK COMMUNITY SCHOOL,PRAIRIE CREEK COMMUNITY SCHOOL,30,0.8333,0,0.1667,0,0.8,0.0333,0.1667,0,0.8000,0.0333,0.1667,0,0.8667,0.0333,0.1,0,0.7333,0.0667,0.0333,0.1667,0,very low
CROSSLAKE COMMUNITY CHARTER SCHOOL,CROSSLAKE COMMUNITY CHARTER SCHOOL,15,0.8,0.0667,0.1333,0,0.8,0.0667,0.1333,0,0.8000,0.0667,0.1333,0,0.8667,0,0.1333,0,0.8,0,0,0.2,0,very low
GREAT EXPECTATIONS,GREAT EXPECTATIONS,15,0.8,0.1333,0.0667,0,0.7333,0.2,0.0667,0,0.8000,0.1333,0.0667,0,0.8,0.1333,0.0667,0,0.8,0.1333,0,0.0667,0,very low
MINNESOTA NEW COUNTRY SCHOOL,MINNESOTA NEW COUNTRY SCHOOL,15,0.6,0.2667,0.1333,0,0.6,0.2667,0.1333,0,0.8000,0.1333,0.0667,0,0.7333,0.2,0.0667,0,0.6667,0.2,0,0.1333,0,very low
ST. PAUL,FRIENDS SCHOOL OF MINNESOTA,15,0.8,0.1333,0.0667,0,0.7333,0.2,0.0667,0,0.8000,0.1333,0.0667,0,0.7333,0.2,0.0667,0,0.7333,0.2,0,0.0667,0,very low
BLOOMINGTON,LIFE ACADEMY,5,0.8,0.2,0,0,1,0,0,0,0.8000,0.2,0,0,1,0,0,0,0.8,0,0.2,0,0,very low
DETROIT LAKES,FAITH CHRISTIAN SCHOOL,5,0.8,0.2,0,0,0.8,0.2,0,0,0.8000,0.2,0,0,1,0,0,0,0.8,0.2,0,0,0,very low
NEW HEIGHTS SCHOOL INC.,NEW HEIGHTS SCHOOL INC.,5,0.8,0.2,0,0,0.8,0.2,0,0,0.8000,0.2,0,0,1,0,0,0,0.8,0.2,0,0,0,very low
SOUTH WASHINGTON COUNTY,HOPE CHRISTIAN ACADEMY,5,0.8,0.2,0,0,0.8,0.2,0,0,0.8000,0.2,0,0,0.8,0.2,0,0,0.8,0.2,0,0,0,very low
ST. PAUL,CENTRAL LUTHERAN,15,0.8,0.2,0,0,0.8,0.2,0,0,0.8000,0.2,0,0,0.9333,0.0667,0,0,0.8,0.2,0,0,0,very low
LOVEWORKS ACADEMY FOR ARTS,LOVEWORKS ACADEMY FOR ARTS,40,0.775,0.225,0,0,0.725,0.275,0,0,0.8000,0.2,0,0,0.8,0.2,0,0,0.8,0.2,0,0,0,very low
NORWOOD,CENTRAL EL.,66,0.7727,0.2121,0.0152,0,0.803,0.1818,0.0152,0,0.8000,0.1818,0.0152,0,0.8939,0.0909,0.0152,0,0.7424,0.2273,0.0152,0.0152,0,very low
ST. PAUL,NOKOMIS NORTH,82,0.7805,0.2073,0.0122,0,0.7927,0.1951,0.0122,0,0.8000,0.1829,0.0122,0,0.9512,0.0366,0.0122,0,0.7805,0.2073,0,0.0122,0,very low
MINNEAPOLIS,ANISHINABE ACADEMY,41,0.7317,0.2683,0,0,0.8049,0.1951,0,0,0.8000,0.1951,0,0,0.9268,0.0732,0,0,0.8049,0.1951,0,0,0,very low
MINNEAPOLIS,DOWLING URBAN ENVIRONMENTAL LEARNING CENTER,77,0.7922,0.2078,0,0,0.8182,0.1818,0,0,0.8100,0.1818,0.013,0,0.8442,0.1558,0,0,0.8312,0.1688,0,0,0,very low
ANOKA-HENNEPIN,LEGACY CHRISTIAN SCHOOL,36,0.75,0.0556,0.1944,0,0.75,0.0833,0.1667,0,0.8100,0.0278,0.1667,0,0.7778,0.0278,0.1944,0,0.6667,0.0278,0.0278,0.2778,0,very low
NEW MILLENNIUM ACADEMY CHARTER SCH,NEW MILLENNIUM ACADEMY CHARTER SCH,98,0.9184,0.0816,0,0,0.9184,0.0816,0,0,0.8100,0.1939,0,0,0.8673,0.1327,0,0,0.8571,0.1429,0,0,0,very low
GRAND RAPIDS,BIGFORK EL.,26,0.8077,0,0.1923,0,0.8077,0,0.1923,0,0.8100,0,0.1923,0,0.8077,0,0.1923,0,0.8077,0,0,0.1923,0,very low
G.F.W.,G.F.W. EL.,52,0.8077,0.1731,0.0192,0,0.8077,0.1731,0.0192,0,0.8100,0.1731,0.0192,0,0.9231,0.0577,0.0192,0,0.75,0.1731,0.0385,0.0385,0,very low
ST. PAUL,HAZEL PARK PREPARATORY ACADEMY,47,0.7872,0.1915,0.0213,0,0.7872,0.1915,0.0213,0,0.8100,0.1702,0.0213,0,0.8298,0.1489,0.0213,0,0.8085,0.1702,0,0.0213,0,very low
H.O.P.E. ACADEMY,H.O.P.E. ACADEMY,53,0.7925,0.2075,0,0,0.7547,0.2453,0,0,0.8100,0.1887,0,0,0.9245,0.0755,0,0,0.7925,0.2075,0,0,0,very low
BADGER,BADGER EL.,16,0.8125,0.0625,0.125,0,0.8125,0.0625,0.125,0,0.8100,0.0625,0.125,0,1,0,0,0,0.875,0.0625,0,0.0625,0,very low
MELROSE,SACRED HEART,16,0.8125,0.0625,0.125,0,0.8125,0.0625,0.125,0,0.8100,0.0625,0.125,0,0.8125,0.0625,0.125,0,0.8125,0.0625,0,0.125,0,very low
LAKE BENTON,LAKE BENTON EL.,16,0.8125,0.125,0.0625,0,0.8125,0.125,0.0625,0,0.8100,0.125,0.0625,0,0.9375,0,0.0625,0,0.8125,0.125,0,0.0625,0,very low
KELLIHER,KELLIHER EL.,16,1,0,0,0,1,0,0,0,0.8100,0.1875,0,0,1,0,0,0,0.75,0.1875,0.0625,0,0,very low
ST. FRANCIS,TRINITY LUTHERAN SCHOOL,16,0.8125,0.1875,0,0,0.75,0.25,0,0,0.8100,0.1875,0,0,0.75,0.25,0,0,0.6875,0.3125,0,0,0,very low
WATERTOWN-MAYER,ZION LUTHERAN-MAYER,16,0.9375,0.0625,0,0,0.9375,0.0625,0,0,0.8100,0.1875,0,0,1,0,0,0,0.875,0.125,0,0,0,very low
HENNEPIN ELEMENTARY SCHOOL,HENNEPIN ELEMENTARY SCHOOL,70,0.8,0.1857,0.0143,0,0.8286,0.1571,0.0143,0,0.8100,0.1429,0.0429,0,0.8714,0.1143,0,0.0143,0.8857,0.1,0,0.0143,0,very low
OSSEO,HERITAGE CHRISTIAN ACADEMY,27,0.8519,0,0.1481,0,0.8148,0,0.1852,0,0.8100,0,0.1852,0,0.8519,0,0.1481,0,0.8519,0,0,0.1481,0,very low
DILWORTH-GLYNDON-FELTON,GLYNDON-FELTON ELEMENTARY,49,0.8163,0.1837,0,0,0.8163,0.1837,0,0,0.8200,0.1837,0,0,0.8776,0.1224,0,0,0.7959,0.2041,0,0,0,very low
WACONIA,TRINITY LUTHERAN,22,0.6818,0.0909,0.2273,0,0.7273,0.0909,0.1818,0,0.8200,0,0.1818,0,0.8182,0.0455,0.1364,0,0.7727,0.0455,0,0.1818,0,very low
HERON LAKE-OKABENA,HERON LAKE-OKABENA EL.,11,1,0,0,0,1,0,0,0,0.8200,0.1818,0,0,0.9091,0.0909,0,0,0.8182,0.1818,0,0,0,very low
PEM,IMMANUEL LUTHERAN SCHOOL,11,0.8182,0.1818,0,0,1,0,0,0,0.8200,0.1818,0,0,1,0,0,0,0.8182,0.1818,0,0,0,very low
PINE POINT,PINE POINT ELEMENTARY,11,0.8182,0.1818,0,0,0.8182,0.1818,0,0,0.8200,0.1818,0,0,1,0,0,0,0.8182,0.1818,0,0,0,very low
BLOOMINGTON,NORMANDALE HILLS EL.,72,0.875,0.0278,0.0972,0,0.9028,0.0139,0.0833,0,0.8200,0.0278,0.1528,0,0.9722,0,0.0278,0,0.875,0.0417,0.0139,0.0694,0,very low
PARNASSUS PREPARATORY SCHOOL,PARNASSUS PREPARATORY SCHOOL,128,0.8125,0.1328,0.0547,0,0.8359,0.1094,0.0547,0,0.8200,0.125,0.0547,0,0.8594,0.0781,0.0625,0,0.8281,0.1094,0,0.0547,0.0078,very low
BROOKLYN CENTER,EARLE BROWN EL.,174,0.8161,0.1839,0,0,0.8218,0.1782,0,0,0.8200,0.1782,0,0,0.9023,0.0977,0,0,0.8333,0.1667,0,0,0,very low
ST. PAUL,JACKSON,73,0.8493,0.1507,0,0,0.8493,0.1507,0,0,0.8200,0.1781,0,0,0.9315,0.0685,0,0,0.8082,0.1918,0,0,0,very low
WEST ST. PAUL-MENDOTA HTS.-EAGAN,PILOT KNOB STEM MAGNET SCHOOL,90,0.8889,0.1111,0,0,0.8667,0.1333,0,0,0.8200,0.1778,0,0,0.8889,0.1111,0,0,0.8556,0.1444,0,0,0,very low
RIDGEWAY COMMUNITY SCHOOL,RIDGEWAY COMMUNITY SCHOOL,17,0.8235,0,0.1765,0,0.8235,0,0.1765,0,0.8200,0,0.1765,0,0.8235,0,0.1765,0,0.8235,0,0,0.1765,0,very low
SPRING LAKE PARK,CALVIN CHRISTIAN   GRADES K-8,17,0.9412,0,0.0588,0,1,0,0,0,0.8200,0,0.1765,0,0.8235,0,0.1765,0,0.8235,0,0,0.1765,0,very low
DULUTH,ST JAMES SCHOOL,17,0.8824,0.0588,0.0588,0,0.8824,0.0588,0.0588,0,0.8200,0.1176,0.0588,0,0.8235,0.1176,0.0588,0,0.8235,0.1176,0,0.0588,0,very low
MINNEAPOLIS,BETHUNE EL.,57,0.807,0.193,0,0,0.807,0.193,0,0,0.8200,0.1754,0,0,0.8772,0.1228,0,0,0.8246,0.1754,0,0,0,very low
BUFFALO LAKE-HECTOR,BUFFALO LAKE-HECTOR EL.,40,0.85,0,0.15,0,0.85,0,0.15,0,0.8300,0,0.175,0,0.85,0,0.15,0,0.85,0,0,0.15,0,very low
MOORHEAD,ROBERT ASP EL.,126,0.8333,0.1508,0.0159,0,0.8333,0.1508,0.0159,0,0.8300,0.1587,0.0159,0,0.8968,0.0794,0.0238,0,0.8175,0.1587,0,0.0238,0,very low
MARINE AREA COMMUNITY SCHOOL,MARINE AREA COMMUNITY SCHOOL,23,0.8261,0.1304,0.0435,0,0.8261,0.1304,0.0435,0,0.8300,0.1304,0.0435,0,0.8696,0.087,0.0435,0,0.8261,0.1304,0,0.0435,0,very low
FRIDLEY,AL-AMAL SCHOOL,35,0.8286,0.0286,0.1429,0,0.8286,0.0286,0.1429,0,0.8300,0.0286,0.1429,0,0.9429,0,0.0571,0,0.8,0.0286,0,0.1714,0,very low
ST. PAUL,AMERICAN INDIAN,70,0.8714,0.1286,0,0,0.8286,0.1714,0,0,0.8300,0.1714,0,0,1,0,0,0,0.8286,0.1571,0,0,0.0143,very low
COLOGNE ACADEMY,COLOGNE ACADEMY,65,0.8462,0.1231,0.0308,0,0.8769,0.0923,0.0308,0,0.8300,0.1385,0.0308,0,0.9077,0.0615,0.0308,0,0.8308,0.1385,0,0.0308,0,very low
ST. PAUL,BRIDGE VIEW,6,0.8333,0,0.1667,0,0.6667,0.1667,0.1667,0,0.8300,0,0.1667,0,0.8333,0,0.1667,0,0.8333,0,0,0.1667,0,very low
SOUTH KOOCHICHING,NORTHOME EL.,12,0.8333,0,0.1667,0,0.8333,0,0.1667,0,0.8300,0,0.1667,0,0.8333,0,0.1667,0,0.8333,0,0,0.1667,0,very low
STILLWATER,SALEM LUTHERAN,12,0.75,0.0833,0.1667,0,0.75,0.0833,0.1667,0,0.8300,0,0.1667,0,0.8333,0,0.1667,0,0.8333,0,0,0.1667,0,very low
MOUNDS VIEW,ST JOHN THE BAPTIST,30,0.8333,0.0667,0.1,0,0.8333,0.0667,0.1,0,0.8300,0.0667,0.1,0,0.8333,0.0667,0.1,0,0.8333,0.0667,0.1,0,0,very low
BRAINERD,GARFIELD EL.,54,0.8148,0.1296,0.0556,0,0.8333,0.1111,0.0556,0,0.8300,0.1111,0.0556,0,0.8889,0.0556,0.0556,0,0.8333,0.1111,0,0.0556,0,very low
MINNESOTA TRANSITIONS CHARTER SCH,MTS ELEMENTARY SCHOOL K-6,6,0.8333,0.1667,0,0,0.8333,0.1667,0,0,0.8300,0.1667,0,0,0.8333,0.1667,0,0,0.8333,0.1667,0,0,0,very low
SIBLEY EAST,IMMANUEL LUTHERAN,6,0.8333,0.1667,0,0,0.8333,0.1667,0,0,0.8300,0.1667,0,0,0.8333,0.1667,0,0,0.8333,0.1667,0,0,0,very low
ST. PAUL,ST. MARK,6,1,0,0,0,1,0,0,0,0.8300,0.1667,0,0,1,0,0,0,0.8333,0.1667,0,0,0,very low
ONAMIA,ONAMIA EL.,24,0.7917,0.2083,0,0,0.8333,0.1667,0,0,0.8300,0.1667,0,0,1,0,0,0,0.75,0.25,0,0,0,very low
ST. PAUL,NOKOMIS SOUTH,48,0.8542,0.1458,0,0,0.875,0.125,0,0,0.8300,0.1667,0,0,1,0,0,0,0.8333,0.1667,0,0,0,very low
ST. CLOUD,DISCOVERY COMMUNITY EL.,84,0.8333,0.1667,0,0,0.8571,0.1429,0,0,0.8300,0.1667,0,0,0.8929,0.1071,0,0,0.8452,0.1548,0,0,0,very low
ST. PAUL,COMO PARK EL.,91,0.8462,0.1538,0,0,0.8462,0.1538,0,0,0.8400,0.1648,0,0,0.9341,0.0659,0,0,0.8462,0.1538,0,0,0,very low
COMMUNITY SCHOOL OF EXCELLENCE,COMMUNITY SCHOOL OF EXCELLENCE,140,0.8,0.2,0,0,0.8,0.2,0,0,0.8400,0.1643,0,0,0.9071,0.0929,0,0,0.8429,0.1571,0,0,0,very low
AGAMIN CLASSICAL ACADEMY,AGAMIM CLASSICAL ACADEMY,61,0.8689,0.082,0.0492,0,0.8689,0.0984,0.0328,0,0.8400,0.1148,0.0492,0,0.8197,0.1311,0.0492,0,0.8361,0.1148,0,0.0492,0,very low
MINNEAPOLIS,JENNY LIND EL.,68,0.75,0.25,0,0,0.8088,0.1912,0,0,0.8400,0.1618,0,0,0.9118,0.0882,0,0,0.8382,0.1618,0,0,0,very low
MINNETONKA,EXCELSIOR EL.,124,0.8226,0.0806,0.0968,0,0.8226,0.0806,0.0968,0,0.8400,0.0806,0.0806,0,0.8387,0.0484,0.1129,0,0.7823,0.0806,0.0242,0.1129,0,very low
KIPP MINNESOTA CHARTER SCHOOL,KIPP MINNESOTA CHARTER SCHOOL,56,0.8571,0.0536,0.0893,0,0.8393,0.0714,0.0893,0,0.8400,0.0714,0.0893,0,0.8929,0.0179,0.0893,0,0.8214,0.0893,0,0.0893,0,very low
WEST ST. PAUL-MENDOTA HTS.-EAGAN,COMMUNITY OF SAINTS,19,0.8421,0,0.1579,0,0.8421,0,0.1579,0,0.8400,0,0.1579,0,0.9474,0,0.0526,0,0.8421,0,0,0.1579,0,very low
ST. PAUL,GROVELAND,76,0.8158,0.1579,0.0263,0,0.8289,0.1447,0.0263,0,0.8400,0.1447,0.0132,0,0.8947,0.0789,0.0132,0.0132,0.8289,0.1447,0,0.0263,0,very low
MINNEAPOLIS,MARCY OPEN EL.,76,0.8421,0.1579,0,0,0.8684,0.1316,0,0,0.8400,0.1579,0,0,0.9342,0.0658,0,0,0.8816,0.1184,0,0,0,very low
HASTINGS,ST ELIZABETH ANN SETON,32,0.8438,0,0.1563,0,0.8438,0,0.1563,0,0.8400,0,0.1563,0,0.8438,0,0.1563,0,0.7813,0,0.0313,0.1875,0,very low
BIRD ISLAND-OLIVIA-LAKE LILLIAN,BOLD-BIRD ISLAND EL.,58,0.8448,0,0.1552,0,0.8448,0,0.1552,0,0.8400,0,0.1552,0,0.8448,0,0.1552,0,0.8448,0,0,0.1552,0,very low
MINNEAPOLIS,SHERIDAN EL.,58,0.9483,0,0.0517,0,0.9483,0,0.0517,0,0.8400,0.1034,0.0517,0,0.9483,0,0.0517,0,0.9483,0,0,0.0517,0,very low
EXCELL ACADEMY CHARTER,EXCELL ACADEMY CHARTER,58,0.8621,0.1207,0.0172,0,0.8621,0.1207,0.0172,0,0.8400,0.1379,0.0172,0,0.8966,0.0862,0.0172,0,0.8103,0.1724,0,0.0172,0,very low
ALBERT LEA,HOLLANDALE CHRISTIAN,13,0.8462,0,0.1538,0,0.8462,0,0.1538,0,0.8500,0,0.1538,0,0.8462,0,0.1538,0,0.8462,0,0,0.1538,0,low(85-95)
FARMINGTON,CHRISTIAN LIFE ACADEMY,13,0.6923,0.3077,0,0,0.6923,0.3077,0,0,0.8500,0.1538,0,0,0.7692,0.2308,0,0,0.8462,0.1538,0,0,0,low(85-95)
MICHAEL FROME ACADEMY,NATURAL SCIENCE ACADEMY,13,0.8462,0.1538,0,0,0.8462,0.1538,0,0,0.8500,0.1538,0,0,0.8462,0.1538,0,0,0.7692,0.1538,0,0.0769,0,low(85-95)
OSSEO,ST ALPHONSUS,13,0.8462,0.1538,0,0,0.8462,0.1538,0,0,0.8500,0.1538,0,0,0.9231,0.0769,0,0,0.8462,0.1538,0,0,0,low(85-95)
ST. PAUL,CROSSROADS MONTESSORI,65,0.8308,0.1692,0,0,0.8769,0.1231,0,0,0.8500,0.1538,0,0,0.9692,0.0308,0,0,0.8615,0.1385,0,0,0,low(85-95)
ATHLOS ACADEMY,ATHLOS ACADEMY OF ST CLOUD,85,0.7294,0.2471,0.0235,0,0.7294,0.2471,0.0235,0,0.8500,0.1294,0.0235,0,0.8824,0.0941,0.0235,0,0.7529,0.2235,0,0.0235,0,low(85-95)
OSSEO,PALMER LAKE EL.,79,0.8354,0.1139,0.0506,0,0.8861,0.0759,0.038,0,0.8500,0.0886,0.0633,0,0.962,0.0253,0.0127,0,0.8608,0.1013,0,0.038,0,low(85-95)
MINNEAPOLIS,ANDERSEN UNITED COMMUNITY SCHOOL,93,0.8172,0.1828,0,0,0.8495,0.1505,0,0,0.8500,0.1505,0,0,0.914,0.0753,0,0.0108,0.8387,0.1398,0.0108,0,0.0108,low(85-95)
ST. CLOUD,OAK HILL COMMUNITY EL.,113,0.8761,0.115,0.0088,0,0.8761,0.115,0.0088,0,0.8500,0.1327,0.0177,0,0.9381,0.0531,0.0088,0,0.8584,0.1239,0.0088,0.0088,0,low(85-95)
ST. PAUL,ST. AGNES EL,40,0.875,0.025,0.1,0,0.875,0.025,0.1,0,0.8500,0.025,0.125,0,0.825,0.05,0.125,0,0.85,0.025,0,0.125,0,low(85-95)
WAYZATA,PROVIDENCE ACADEMY,40,0.925,0,0.075,0,0.9,0,0.1,0,0.8500,0.025,0.125,0,0.925,0,0.075,0,0.85,0.025,0,0.125,0,low(85-95)
CANNON RIVER STEM SCHOOL,CANNON RIVER STEM SCHOOL,40,0.85,0.125,0.025,0,0.85,0.125,0.025,0,0.8500,0.125,0.025,0,0.9,0.075,0.025,0,0.85,0.125,0,0.025,0,low(85-95)
PRIOR LAKE-SAVAGE AREA SCHOOLS,GRAINWOOD EL.,75,0.9067,0.0133,0.08,0,0.88,0.0133,0.1067,0,0.8500,0.0267,0.12,0,0.9333,0,0.0667,0,0.8667,0.0267,0,0.1067,0,low(85-95)
MILACA,MILACA EL.,124,0.8629,0.1048,0.0323,0,0.879,0.0887,0.0323,0,0.8500,0.1048,0.0323,0.0081,0.9355,0.0323,0.0323,0,0.8387,0.121,0,0.0323,0.0081,low(85-95)
ST. PAUL,FARNSWORTH LOWER,97,0.8351,0.1649,0,0,0.8247,0.1753,0,0,0.8600,0.1443,0,0,0.9485,0.0515,0,0,0.8351,0.1546,0,0,0.0103,low(85-95)
FRIDLEY,WOODCREST BAPTIST ACADEMY,7,0.7143,0.1429,0.1429,0,0.7143,0.1429,0.1429,0,0.8600,0,0.1429,0,0.8571,0,0.1429,0,0.8571,0,0,0.1429,0,low(85-95)
LAKEVILLE,SOUTHVIEW CHRISTIAN,7,0.7143,0.1429,0.1429,0,0.8571,0,0.1429,0,0.8600,0,0.1429,0,0.7143,0.1429,0.1429,0,0.8571,0,0,0.1429,0,low(85-95)
OSAKIS,ST AGNES SCHOOL,7,0.8571,0,0.1429,0,0.8571,0,0.1429,0,0.8600,0,0.1429,0,0.8571,0,0.1429,0,0.8571,0,0,0.1429,0,low(85-95)
ST. LOUIS COUNTY,BABBITT EL.,14,0.8571,0,0.1429,0,0.8571,0,0.1429,0,0.8600,0,0.1429,0,0.9286,0,0.0714,0,0.8571,0,0,0.1429,0,low(85-95)
CALEDONIA,ST JOHNS EV LUTHERAN,7,1,0,0,0,1,0,0,0,0.8600,0.1429,0,0,1,0,0,0,0.8571,0.1429,0,0,0,low(85-95)
N.E. METRO INTERMEDIATE DIST. 916,KARNER BLUE ELEMENTARY,7,1,0,0,0,1,0,0,0,0.8600,0.1429,0,0,1,0,0,0,1,0,0,0,0,low(85-95)
NORTH ST PAUL-MAPLEWOOD,MOUNDS PARK ACADEMY,14,1,0,0,0,1,0,0,0,0.8600,0.1429,0,0,1,0,0,0,0.8571,0.1429,0,0,0,low(85-95)
DULUTH,LAKEWOOD EL.,35,0.8571,0.1429,0,0,0.8286,0.1714,0,0,0.8600,0.1429,0,0,0.9143,0.0857,0,0,0.8286,0.1714,0,0,0,low(85-95)
DASSEL-COKATO,COKATO EL.,92,0.8478,0.0109,0.1413,0,0.8587,0.0109,0.1304,0,0.8600,0.0109,0.1304,0,0.8587,0.0109,0.1304,0,0.75,0.0109,0.0978,0.1413,0,low(85-95)
ST. PAUL,HOLY SPIRIT,22,0.8636,0,0.1364,0,0.8636,0,0.1364,0,0.8600,0,0.1364,0,0.8636,0,0.1364,0,0.8636,0,0,0.1364,0,low(85-95)
ST. PAUL,HIGHLAND PARK EL.,59,0.8814,0.1186,0,0,0.9153,0.0847,0,0,0.8600,0.1186,0.0169,0,0.9661,0.0339,0,0,0.8814,0.1186,0,0,0,low(85-95)
WAUBUN,WAUBUN/OGEMA  SCHOOL,59,0.8475,0.1525,0,0,0.8475,0.1525,0,0,0.8600,0.1356,0,0,0.9492,0.0508,0,0,0.8644,0.1356,0,0,0,low(85-95)
ALBERT LEA,LAKEVIEW EL.,52,0.9038,0.0769,0.0192,0,0.9038,0.0769,0.0192,0,0.8700,0.1154,0.0192,0,0.9423,0.0385,0.0192,0,0.9038,0.0769,0,0.0192,0,low(85-95)
NOVA CLASSICAL ACADEMY,NOVA CLASSICAL ACADEMY - LOWER SCHOOL,82,0.8537,0.122,0.0244,0,0.8659,0.1098,0.0244,0,0.8700,0.1098,0.0244,0,0.8902,0.0854,0.0244,0,0.8537,0.1098,0,0.0244,0.0122,low(85-95)
HIBBING,VICTORY CHRISTIAN ACADEMY,15,0.8667,0,0.1333,0,0.8667,0,0.1333,0,0.8700,0,0.1333,0,1,0,0,0,0.8667,0,0,0.1333,0,low(85-95)
CALEDONIA,ST MARYS ELEMENTARY,15,0.9333,0,0.0667,0,0.9333,0,0.0667,0,0.8700,0.0667,0.0667,0,0.9333,0,0.0667,0,0.8667,0.0667,0,0.0667,0,low(85-95)
ANOKA-HENNEPIN,JEFFERSON EL.,120,0.8833,0.0917,0.025,0,0.9083,0.075,0.0167,0,0.8700,0.1083,0.025,0,0.975,0.0167,0.0083,0,0.8583,0.1167,0,0.025,0,low(85-95)
MINNEAPOLIS,LAKE NOKOMIS COMMUNITY SCHOOL - WENONAH CAMPUS,105,0.8667,0.1238,0.0095,0,0.8667,0.1238,0.0095,0,0.8700,0.1238,0.0095,0,0.9048,0.0857,0.0095,0,0.8476,0.1429,0,0.0095,0,low(85-95)
